1.488,2534116
1.488,2534132
1.488,2534149
1.488,2534166
1.488,2534182
1.488,2534199
1.488,2534215
1.488,2534232
1.488,2534249
1.424,2534265
1.488,2534282
1.488,2534299
1.424,2534315
1.488,2534332
1.488,2534349
1.424,2534365
1.488,2534382
1.488,2534399
1.488,2534415
1.488,2534432
1.488,2534448
1.488,2534465
1.424,2534482
1.488,2534498
1.488,2534515
1.424,2534532
1.424,2534548
1.488,2534565
1.488,2534582
1.488,2534598
1.488,2534615
1.488,2534881
1.424,2534898
1.488,2534914
1.488,2534931
1.488,2534948
1.488,2534964
1.488,2534981
1.424,2534998
1.488,2535014
1.424,2535031
1.488,2535047
1.424,2535064
1.424,2535081
1.424,2535097
1.424,2535114
1.424,2535131
1.424,2535147
1.424,2535164
1.424,2535181
1.488,2535197
1.488,2535214
1.488,2535231
1.488,2535247
1.424,2535264
1.424,2535280
1.488,2535297
1.424,2535314
1.359,2535330
1.424,2535347
1.488,2535364
1.488,2535380
1.424,2535397
1.424,2535414
1.488,2535430
1.424,2535447
1.488,2535463
1.424,2535480
1.488,2535497
1.424,2535513
1.488,2535530
1.488,2535547
1.488,2535563
1.488,2535580
1.424,2535597
1.488,2535613
1.424,2535630
1.488,2535647
1.488,2535663
1.424,2535680
1.424,2535696
1.424,2535713
1.424,2535730
1.424,2535746
1.424,2535763
1.488,2535780
1.424,2535796
1.424,2535813
1.424,2535830
1.488,2535846
1.424,2535863
1.424,2535879
1.424,2535896
1.488,2535913
1.488,2535929
1.424,2535946
1.488,2535963
1.424,2535979
1.424,2535996
1.424,2536013
1.488,2536029
1.488,2536046
1.488,2536063
1.424,2536079
1.488,2536096
1.424,2536112
1.424,2536129
1.488,2536146
1.424,2536162
1.424,2536179
1.424,2536196
1.424,2536212
1.488,2536229
1.424,2536246
1.424,2536262
1.424,2536279
1.424,2536295
1.424,2536312
1.424,2536329
1.424,2536345
1.488,2536362
1.424,2536379
1.424,2536395
1.424,2536412
1.424,2536429
1.488,2536445
1.488,2536462
1.424,2536479
1.424,2536495
1.424,2536512
1.424,2536528
1.424,2536545
1.424,2536562
1.424,2536578
1.488,2536595
1.488,2536612
1.424,2536628
1.488,2536645
1.424,2536662
1.488,2536678
1.424,2536695
1.424,2536711
1.424,2536728
1.424,2536745
1.424,2536761
1.424,2536778
1.424,2536795
1.424,2536811
1.488,2536828
1.488,2536845
1.424,2536861
1.424,2536878
1.424,2536895
1.424,2536911
1.424,2536928
1.424,2536944
1.424,2536961
1.424,2536978
1.424,2536994
1.488,2537011
1.424,2537028
1.488,2537044
1.424,2537061
1.424,2537078
1.424,2537094
1.424,2537111
1.488,2537127
1.488,2537144
1.488,2537161
1.424,2537177
1.424,2537194
1.424,2537211
1.488,2537227
1.424,2537244
1.488,2537261
1.424,2537277
1.424,2537294
1.424,2537311
1.424,2537327
1.424,2537344
1.424,2537360
1.424,2537377
1.424,2537444
1.424,2537449
1.424,2537454
1.424,2537459
1.424,2537464
1.424,2537477
1.488,2537494
1.424,2537510
1.424,2537527
1.424,2537543
1.488,2537560
1.424,2537577
1.424,2537593
1.424,2537610
1.424,2537627
1.424,2537643
1.424,2537660
1.424,2537677
1.424,2537693
1.424,2537710
1.424,2537727
1.488,2537743
1.424,2537760
1.424,2537776
1.424,2537793
1.424,2537810
1.424,2537826
1.424,2537843
1.488,2537860
1.424,2537876
1.488,2537893
1.424,2537910
1.424,2537926
1.359,2537943
1.424,2537959
1.424,2537976
1.424,2537993
1.424,2538009
1.424,2538026
1.488,2538043
1.424,2538059
1.488,2538076
1.424,2538093
1.424,2538109
1.424,2538126
1.424,2538143
1.424,2538159
1.424,2538176
1.488,2538192
1.424,2538209
1.488,2538226
1.424,2538242
1.424,2538259
1.424,2538276
1.424,2538292
1.424,2538309
1.424,2538326
1.424,2538342
1.424,2538359
1.424,2538375
1.424,2538392
1.488,2538409
1.424,2538425
1.424,2538442
1.424,2538459
1.424,2538475
1.424,2538492
1.424,2538509
1.424,2538525
1.424,2538542
1.424,2538559
1.424,2538575
1.488,2538592
1.424,2538608
1.424,2538625
1.424,2538642
1.424,2538658
1.424,2538675
1.424,2538692
1.424,2538708
1.424,2538725
1.424,2538742
1.359,2538758
1.359,2538775
1.424,2538791
1.424,2538808
1.424,2538825
1.424,2538841
1.424,2538858
1.424,2538875
1.424,2538891
1.424,2538908
1.424,2538925
1.424,2538941
1.424,2538958
1.424,2538975
1.424,2538991
1.424,2539008
1.424,2539024
1.424,2539041
1.424,2539058
1.424,2539074
1.424,2539091
1.424,2539108
1.424,2539124
1.424,2539141
1.424,2539158
1.488,2539174
1.424,2539191
1.488,2539207
1.424,2539224
1.424,2539241
1.424,2539257
1.424,2539274
1.424,2539291
1.488,2539307
1.424,2539324
1.424,2539341
1.424,2539357
1.359,2539374
1.424,2539391
1.424,2539407
1.424,2539424
1.424,2539440
1.488,2539457
1.424,2539474
1.488,2539490
1.488,2539507
1.424,2539524
1.488,2539540
1.488,2539557
1.424,2539574
1.424,2539590
1.424,2539607
1.488,2539623
1.488,2539640
1.488,2539657
1.488,2539673
1.488,2539690
1.488,2539707
1.488,2539723
1.488,2539740
1.424,2539757
1.424,2539773
1.488,2539790
1.424,2539807
1.424,2539823
1.424,2539840
1.488,2539856
1.424,2539873
1.424,2539890
1.424,2539906
1.424,2539923
1.488,2539940
1.424,2539956
1.488,2539973
1.424,2539990
1.488,2540006
1.424,2540023
1.424,2540039
1.424,2540056
1.424,2540073
1.488,2540089
1.488,2540106
1.488,2540123
1.424,2540139
1.424,2540156
1.424,2540173
1.424,2540189
1.424,2540206
1.424,2540223
1.424,2540239
1.424,2540256
1.424,2540272
1.424,2540289
1.424,2540306
1.488,2540322
1.488,2540339
1.424,2540356
1.424,2540372
1.424,2540389
1.488,2540406
1.424,2540422
1.424,2540439
1.488,2540455
1.424,2540472
1.424,2540489
1.424,2540505
1.424,2540522
1.424,2540539
1.424,2540555
1.424,2540572
1.424,2540589
1.424,2540605
1.424,2540622
1.424,2540639
1.424,2540655
1.424,2540672
1.488,2540688
1.424,2540705
1.488,2540722
1.424,2540738
1.424,2540755
1.424,2540772
1.424,2540788
1.488,2540805
1.424,2540822
1.424,2540838
1.424,2540855
1.488,2540871
1.424,2540888
1.424,2540905
1.424,2540921
1.424,2540938
1.424,2540955
1.424,2540971
1.488,2540988
1.424,2541005
1.424,2541021
1.424,2541038
1.424,2541055
1.488,2541071
1.424,2541088
1.424,2541104
1.424,2541121
1.424,2541138
1.424,2541154
1.424,2541171
1.488,2541188
1.424,2541204
1.424,2541221
1.424,2541238
1.424,2541254
1.424,2541271
1.488,2541287
1.424,2541304
1.424,2541321
1.424,2541337
1.424,2541354
1.424,2541371
1.424,2541387
1.424,2541404
1.424,2541421
1.424,2541437
1.488,2541454
1.424,2541471
1.424,2541487
1.424,2541504
1.488,2541520
1.424,2541537
1.424,2541554
1.424,2541570
1.424,2541587
1.488,2541604
1.424,2541620
1.488,2541637
1.424,2541654
1.424,2541670
1.424,2541687
1.488,2541703
1.424,2541720
1.424,2541737
1.424,2541753
1.424,2541770
1.488,2541787
1.424,2541803
1.488,2541820
1.424,2541837
1.424,2541853
1.488,2541870
1.424,2541887
1.424,2541903
1.488,2541920
1.424,2541936
1.424,2541953
1.424,2541970
1.424,2541986
1.424,2542003
1.424,2542020
1.424,2542036
1.424,2542053
1.424,2542070
1.424,2542086
1.424,2542103
1.424,2542119
1.359,2542136
1.424,2542153
1.424,2542169
1.359,2542186
1.424,2542203
1.424,2542219
1.424,2542236
1.424,2542253
1.488,2542269
1.488,2542286
1.424,2542303
1.424,2542319
1.424,2542336
1.424,2542352
1.424,2542369
1.424,2542386
1.424,2542402
1.424,2542419
1.424,2542436
1.488,2542452
1.424,2542469
1.424,2542486
1.424,2542502
1.424,2542519
1.424,2542535
1.424,2542552
1.424,2542569
1.424,2542585
1.424,2542602
1.424,2542619
1.424,2542635
1.424,2542652
1.424,2542669
1.424,2542685
1.424,2542702
1.424,2542719
1.488,2542735
1.424,2542752
1.424,2542768
1.424,2542785
1.424,2542802
1.424,2542818
1.424,2542835
1.424,2542852
1.424,2542868
1.424,2542885
1.424,2542902
1.424,2542918
1.424,2542935
1.488,2542951
1.424,2542968
1.488,2542985
1.424,2543001
1.424,2543018
1.424,2543035
1.424,2543051
1.424,2543068
1.424,2543085
1.488,2543101
1.424,2543118
1.424,2543135
1.424,2543151
1.359,2543168
1.424,2543184
1.424,2543201
1.424,2543218
1.424,2543234
1.424,2543251
1.424,2543268
1.424,2543284
1.424,2543301
1.424,2543318
1.424,2543334
1.424,2543351
1.424,2543367
1.424,2543384
1.424,2543401
1.424,2543417
1.424,2543434
1.424,2543451
1.424,2543467
1.359,2543484
1.488,2543501
1.488,2543517
1.424,2543534
1.424,2543551
1.424,2543567
1.424,2543584
1.424,2543600
1.424,2543617
1.424,2543634
1.424,2543650
1.424,2543667
1.424,2543684
1.424,2543700
1.424,2543717
1.424,2543734
1.424,2543750
1.424,2543767
1.424,2543783
1.424,2543800
1.359,2543817
1.424,2543833
1.424,2543850
1.424,2543867
1.424,2543883
1.424,2543900
1.424,2543917
1.359,2543933
1.424,2543950
1.424,2543967
1.488,2543983
1.424,2544000
1.424,2544016
1.488,2544033
1.424,2544050
1.424,2544066
1.424,2544083
1.424,2544100
1.424,2544116
1.424,2544133
1.424,2544150
1.424,2544166
